customer_id,signup_date,region,plan,contract_type,monthly_fee_,tenure_months,payment_method,products_held,usage_gbmo,support_contacts_6m,complaints_raised,payment_failures_12m,nps_score_010,acquisition_channel,age_band,gender,paperless_billing,auto_renewal,churn_prob_score,churned_1yes,churn_date,churn_reason,high_risk_flag,revenue_per_product,tenure_band,predicted_churn_prob,predicted_churn
UK00246,2021-09-18 00:00:00.000000,South East,Premium,Month-to-Month,39.99,19,PayPal,1,9.6,1,0,2,9,Referral,25-34,F,Yes,No,0.27,0,,,0,39.99,13-24m,0.3797018,0
UK00247,2022-02-14 00:00:00.000000,West Midlands,Standard,Month-to-Month,19.99,5,Credit Card,1,9.8,1,3,0,8,Phone,45-54,F,Yes,No,0.66,1,2026-01-09 00:00:00.000000,Price too high,0,19.99,0-6m,0.8823751,1
UK00248,2020-12-25 00:00:00.000000,South West,Premium,2-Year,39.99,28,Credit Card,4,27.3,1,0,0,5,Online,65+,F,No,Yes,0.02,0,,,0,9.9975,25-36m,0.014490561,0
UK00249,2021-08-13 00:00:00.000000,London,Basic,1-Year,9.99,12,Credit Card,1,3.2,0,0,0,6,Phone,45-54,M,No,Yes,0.3,1,2025-10-08 00:00:00.000000,Poor service quality,0,9.99,7-12m,0.47324368,0
UK00250,2020-10-19 00:00:00.000000,North East,Basic,1-Year,9.99,63,Credit Card,5,2.2,2,0,0,7,In-Store,55-64,F,Yes,Yes,0.24,0,,,0,1.998,37m+,0.05043559,0
UK00251,2020-05-09 00:00:00.000000,South West,Standard,Month-to-Month,19.99,70,Credit Card,5,18.5,1,0,0,0,Online,65+,F,Yes,No,0.41,0,,,0,3.9979999999999998,37m+,0.14209752,0
UK00252,2020-10-23 00:00:00.000000,South East,Basic,1-Year,9.99,53,PayPal,5,1.0,2,0,2,3,Online,35-44,M,No,No,0.58,1,2025-10-21 00:00:00.000000,Competitor offer,0,1.998,37m+,0.53581387,1
UK00253,2024-06-24 00:00:00.000000,South East,Basic,Month-to-Month,9.99,10,Bank Transfer,4,2.1,4,1,0,10,In-Store,35-44,F,No,Yes,0.63,0,,,0,2.4975,7-12m,0.40954018,0
UK00254,2021-09-15 00:00:00.000000,London,Premium,2-Year,39.99,28,Direct Debit,2,28.7,1,0,0,2,Partner,35-44,F,Yes,No,0.22,0,,,0,19.995,25-36m,0.10821357,0
UK00255,2022-01-29 00:00:00.000000,North West,Premium,Month-to-Month,39.99,14,Direct Debit,4,2.6,1,1,0,4,Partner,55-64,M,No,No,0.39,0,,,0,9.9975,13-24m,0.23687527,0
UK00256,2020-05-03 00:00:00.000000,London,Standard,2-Year,19.99,71,Direct Debit,4,3.8,1,0,1,5,In-Store,65+,M,No,Yes,0.08,0,,,0,4.9975,37m+,0.070856094,0
UK00257,2022-05-15 00:00:00.000000,East of England,Standard,2-Year,19.99,36,PayPal,5,10.0,4,0,0,7,Online,25-34,M,No,Yes,0.12,0,,,0,3.9979999999999998,25-36m,0.022494024,0
UK00258,2020-07-09 00:00:00.000000,East of England,Premium,1-Year,39.99,23,Direct Debit,5,54.7,3,0,0,10,Phone,18-24,M,No,No,0.02,0,,,0,7.998,13-24m,0.036023818,0
UK00259,2022-02-06 00:00:00.000000,Scotland,Standard,2-Year,19.99,16,Direct Debit,5,18.9,4,0,0,5,Online,35-44,M,Yes,No,0.12,0,,,0,3.9979999999999998,13-24m,0.03182404,0
UK00260,2024-06-28 00:00:00.000000,Yorkshire,Premium,Month-to-Month,39.99,12,Credit Card,4,54.2,0,0,0,5,Online,18-24,F,Yes,Yes,0.17,0,,,0,9.9975,7-12m,0.086514905,0
UK00261,2020-10-24 00:00:00.000000,North West,Basic,1-Year,9.99,26,Credit Card,5,1.5,0,0,1,10,In-Store,35-44,M,No,Yes,0.18,0,,,0,1.998,25-36m,0.06939336,0
UK00262,2021-07-04 00:00:00.000000,South East,Basic,1-Year,9.99,57,Credit Card,2,6.1,0,0,1,7,Phone,25-34,F,Yes,No,0.18,1,2025-06-07 00:00:00.000000,Moved abroad,0,4.995,37m+,0.52413154,1
UK00263,2022-04-05 00:00:00.000000,North West,Standard,Month-to-Month,19.99,43,Direct Debit,2,0.1,1,1,0,7,Online,45-54,F,Yes,No,0.43,1,2024-04-14 00:00:00.000000,Price too high,0,9.995,37m+,0.8223197,1
UK00264,2020-10-25 00:00:00.000000,South East,Premium,1-Year,39.99,60,PayPal,4,0.1,2,1,2,0,Online,55-64,F,Yes,No,0.54,1,2025-04-11 00:00:00.000000,Price too high,1,9.9975,37m+,0.7193304,1
UK00265,2020-06-25 00:00:00.000000,South West,Standard,Month-to-Month,19.99,69,Credit Card,4,16.5,1,1,0,4,Online,35-44,M,No,Yes,0.27,0,,,0,4.9975,37m+,0.120791286,0
UK00266,2022-03-24 00:00:00.000000,South East,Enterprise,1-Year,79.99,8,PayPal,1,96.0,4,2,0,9,Phone,18-24,M,Yes,No,0.38,1,2025-09-04 00:00:00.000000,Poor service quality,0,79.99,7-12m,0.7721825,1
UK00267,2021-01-17 00:00:00.000000,East Midlands,Standard,1-Year,19.99,58,Bank Transfer,2,17.9,2,1,0,4,In-Store,55-64,F,Yes,No,0.22,1,2024-06-13 00:00:00.000000,Unknown,0,9.995,37m+,0.39394015,0
UK00268,2023-11-19 00:00:00.000000,South East,Basic,1-Year,9.99,19,Bank Transfer,4,4.7,5,0,1,9,Online,55-64,M,Yes,Yes,0.38,0,,,0,2.4975,13-24m,0.23185201,0
UK00269,2022-05-29 00:00:00.000000,South East,Standard,1-Year,19.99,30,Credit Card,1,3.8,1,1,0,5,Online,35-44,M,Yes,Yes,0.36,0,,,0,19.99,25-36m,0.09362508,0
UK00270,2021-07-17 00:00:00.000000,Scotland,Enterprise,Month-to-Month,79.99,53,PayPal,2,118.8,2,0,2,8,In-Store,35-44,M,Yes,No,0.17,0,,,0,39.995,37m+,0.2296126,0
UK00271,2021-07-30 00:00:00.000000,West Midlands,Basic,1-Year,9.99,49,Direct Debit,5,3.4,2,0,1,6,Referral,55-64,M,No,Yes,0.3,0,,,0,1.998,37m+,0.07664504,0
UK00272,2021-12-17 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,7,Direct Debit,3,4.9,2,0,0,7,Online,35-44,M,No,Yes,0.53,0,,,0,6.663333333333333,7-12m,0.37833184,0
UK00273,2020-04-29 00:00:00.000000,East of England,Basic,Month-to-Month,9.99,70,Credit Card,4,5.5,0,0,2,6,Phone,55-64,F,Yes,Yes,0.33,1,2025-07-07 00:00:00.000000,Competitor offer,0,2.4975,37m+,0.5079304,1
UK00274,2020-09-15 00:00:00.000000,West Midlands,Basic,1-Year,9.99,66,PayPal,5,1.1,1,1,2,4,Referral,25-34,M,Yes,No,0.4,1,2024-11-24 00:00:00.000000,No longer needed,0,1.998,37m+,0.58326477,1
UK00275,2020-05-05 00:00:00.000000,East Midlands,Standard,2-Year,19.99,16,Direct Debit,1,16.6,2,0,0,10,In-Store,25-34,F,No,No,0.02,0,,,0,19.99,13-24m,0.02185597,0
UK00276,2020-04-25 00:00:00.000000,London,Standard,Month-to-Month,19.99,71,Credit Card,2,6.1,0,0,0,8,Online,45-54,F,No,Yes,0.09,1,2025-01-25 00:00:00.000000,Unknown,0,9.995,37m+,0.5225891,1
UK00277,2020-04-24 00:00:00.000000,South East,Basic,Month-to-Month,9.99,72,PayPal,5,1.6,1,0,1,7,Referral,18-24,F,Yes,No,0.41,1,2024-12-13 00:00:00.000000,Competitor offer,0,1.998,37m+,0.28166723,0
UK00278,2024-09-24 00:00:00.000000,East Midlands,Premium,1-Year,39.99,14,Bank Transfer,5,88.1,5,0,0,10,Online,45-54,M,No,Yes,0.1,0,,,0,7.998,13-24m,0.05629462,0
UK00279,2020-11-13 00:00:00.000000,West Midlands,Standard,1-Year,19.99,64,Credit Card,5,16.9,0,0,0,4,Referral,55-64,Prefer not to say,No,Yes,0.02,0,,,0,3.9979999999999998,37m+,0.043910705,0
UK00280,2023-12-11 00:00:00.000000,East Midlands,Standard,1-Year,19.99,2,PayPal,3,16.5,3,0,0,8,Online,35-44,M,Yes,Yes,0.33,1,2026-03-17 00:00:00.000000,Poor service quality,0,6.663333333333333,0-6m,0.63803226,1
UK00281,2024-06-22 00:00:00.000000,North East,Premium,1-Year,39.99,5,Credit Card,4,49.9,3,0,0,7,In-Store,35-44,F,Yes,Yes,0.39,0,,,0,9.9975,0-6m,0.09177552,0
UK00282,2020-10-10 00:00:00.000000,North East,Standard,Month-to-Month,19.99,46,Direct Debit,1,5.9,1,0,0,3,Online,45-54,F,No,No,0.47,0,,,0,19.99,37m+,0.66258186,1
UK00283,2020-10-30 00:00:00.000000,London,Basic,Month-to-Month,9.99,31,Direct Debit,3,3.6,0,0,0,9,Online,35-44,F,Yes,No,0.27,0,,,0,3.33,25-36m,0.25457594,0
UK00284,2021-08-07 00:00:00.000000,Yorkshire,Premium,Month-to-Month,39.99,42,Credit Card,5,6.9,2,0,1,9,Referral,25-34,M,Yes,Yes,0.11,0,,,0,7.998,37m+,0.16392082,0
UK00285,2020-08-22 00:00:00.000000,London,Premium,Month-to-Month,39.99,40,Credit Card,2,34.8,1,0,0,9,Online,25-34,Prefer not to say,Yes,Yes,0.07,0,,,0,19.995,37m+,0.11268682,0
UK00286,2021-01-15 00:00:00.000000,South East,Standard,1-Year,19.99,37,Credit Card,3,17.9,2,0,0,4,Partner,18-24,M,Yes,No,0.08,0,,,0,6.663333333333333,37m+,0.06506791,0
UK00287,2020-12-18 00:00:00.000000,North East,Premium,1-Year,39.99,58,Direct Debit,2,82.3,2,1,0,6,Online,55-64,F,Yes,No,0.16,0,,,0,19.995,37m+,0.1346479,0
UK00288,2020-10-10 00:00:00.000000,East of England,Standard,Month-to-Month,19.99,61,PayPal,5,10.3,0,0,0,5,Referral,35-44,M,No,Yes,0.15,0,,,0,3.9979999999999998,37m+,0.052550524,0
UK00289,2021-02-27 00:00:00.000000,London,Standard,1-Year,19.99,45,Direct Debit,1,9.8,1,1,0,3,In-Store,35-44,F,Yes,No,0.4,1,2024-06-09 00:00:00.000000,Price too high,1,19.99,37m+,0.78173155,1
UK00290,2021-04-23 00:00:00.000000,North West,Premium,1-Year,39.99,56,Direct Debit,2,42.0,0,1,1,6,In-Store,45-54,M,Yes,No,0.14,0,,,0,19.995,37m+,0.08185773,0
UK00291,2023-07-27 00:00:00.000000,London,Enterprise,1-Year,79.99,14,Bank Transfer,4,126.6,1,0,0,8,Phone,18-24,M,Yes,No,0.02,0,,,0,19.9975,13-24m,0.04169432,0
UK00292,2022-10-01 00:00:00.000000,Yorkshire,Standard,Month-to-Month,19.99,26,Direct Debit,3,15.2,1,2,0,9,Partner,65+,F,No,Yes,0.35,0,,,0,6.663333333333333,25-36m,0.15992647,0
UK00293,2023-10-26 00:00:00.000000,North East,Basic,Month-to-Month,9.99,7,Credit Card,3,1.2,0,0,0,7,Online,35-44,F,Yes,No,0.51,1,2026-01-15 00:00:00.000000,Poor service quality,0,3.33,7-12m,0.8198921,1
UK00294,2024-05-10 00:00:00.000000,South West,Enterprise,Month-to-Month,79.99,20,PayPal,2,153.3,0,0,0,9,Phone,65+,M,Yes,No,0.05,0,,,0,39.995,13-24m,0.062251724,0
UK00295,2021-02-13 00:00:00.000000,West Midlands,Premium,1-Year,39.99,55,Direct Debit,4,57.0,1,0,0,7,Phone,45-54,M,No,Yes,0.02,0,,,0,9.9975,37m+,0.017288757,0
UK00296,2024-07-09 00:00:00.000000,West Midlands,Standard,1-Year,19.99,15,PayPal,1,19.5,0,1,3,10,In-Store,18-24,F,Yes,Yes,0.28,0,,,0,19.99,13-24m,0.2628865,0
UK00297,2023-03-09 00:00:00.000000,Scotland,Premium,1-Year,39.99,10,Bank Transfer,5,49.5,1,0,0,7,Phone,35-44,M,No,No,0.18,1,2025-10-30 00:00:00.000000,No longer needed,0,7.998,7-12m,0.026907708,0
UK00298,2020-06-05 00:00:00.000000,London,Standard,1-Year,19.99,61,Credit Card,3,5.4,3,0,0,8,Online,55-64,M,No,No,0.02,0,,,0,6.663333333333333,37m+,0.14555554,0
UK00299,2023-04-09 00:00:00.000000,London,Basic,2-Year,9.99,23,PayPal,4,3.1,1,0,1,8,Online,18-24,M,Yes,No,0.1,0,,,0,2.4975,13-24m,0.090656646,0
UK00300,2021-05-15 00:00:00.000000,North West,Standard,1-Year,19.99,57,PayPal,5,15.8,2,0,0,4,Online,35-44,F,No,Yes,0.08,0,,,0,3.9979999999999998,37m+,0.020460922,0
UK00301,2020-07-17 00:00:00.000000,North West,Premium,1-Year,39.99,19,Credit Card,3,78.1,4,0,0,7,In-Store,35-44,F,No,No,0.18,0,,,0,13.33,13-24m,0.040883597,0
UK00302,2021-04-04 00:00:00.000000,South East,Premium,1-Year,39.99,51,Direct Debit,2,36.9,2,0,0,8,Partner,25-34,M,Yes,Yes,0.02,1,2022-08-02 00:00:00.000000,Competitor offer,0,19.995,37m+,0.082510434,0
UK00303,2020-12-29 00:00:00.000000,South East,Premium,Month-to-Month,39.99,37,Direct Debit,5,73.2,0,2,0,1,Online,55-64,M,Yes,Yes,0.51,0,,,1,7.998,37m+,0.30596647,0
UK00304,2024-08-18 00:00:00.000000,North West,Basic,1-Year,9.99,10,Credit Card,3,0.1,2,1,0,10,Online,18-24,F,No,No,0.4,1,2025-06-27 00:00:00.000000,Poor service quality,0,3.33,7-12m,0.7641288,1
UK00305,2023-10-03 00:00:00.000000,London,Premium,1-Year,39.99,9,Direct Debit,5,21.9,1,0,0,10,Partner,45-54,M,Yes,Yes,0.06,0,,,0,7.998,7-12m,0.07056189,0
UK00306,2020-12-11 00:00:00.000000,North West,Basic,Month-to-Month,9.99,64,Credit Card,1,2.6,2,0,0,8,Online,45-54,F,No,No,0.33,0,,,0,9.99,37m+,0.48882753,0
UK00307,2020-08-15 00:00:00.000000,South West,Premium,1-Year,39.99,9,Direct Debit,4,35.4,0,0,3,0,Partner,18-24,F,No,Yes,0.54,0,,,0,9.9975,7-12m,0.18603511,0
UK00308,2020-11-28 00:00:00.000000,South East,Premium,Month-to-Month,39.99,26,Direct Debit,4,61.5,2,0,0,1,Online,18-24,F,Yes,Yes,0.47,1,2024-02-28 00:00:00.000000,No longer needed,0,9.9975,25-36m,0.14889306,0
UK00309,2020-08-16 00:00:00.000000,Yorkshire,Standard,2-Year,19.99,9,Credit Card,4,13.6,1,1,0,8,Phone,35-44,M,No,Yes,0.08,0,,,0,4.9975,7-12m,0.07058419,0
UK00310,2021-04-11 00:00:00.000000,London,Basic,1-Year,9.99,19,Direct Debit,5,3.0,0,1,0,0,Partner,55-64,M,Yes,Yes,0.54,0,,,1,1.998,13-24m,0.4064872,0
UK00311,2023-07-17 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,29,Direct Debit,3,1.2,3,3,0,4,Online,65+,M,Yes,Yes,0.71,1,2024-03-07 00:00:00.000000,Poor service quality,0,3.33,25-36m,0.62115586,1
UK00312,2022-01-11 00:00:00.000000,London,Premium,1-Year,39.99,48,Credit Card,5,99.8,0,0,1,7,Online,55-64,M,Yes,Yes,0.02,0,,,0,7.998,37m+,0.056660935,0
UK00313,2021-04-16 00:00:00.000000,East Midlands,Premium,Month-to-Month,39.99,37,Direct Debit,4,22.1,2,0,0,9,Online,25-34,F,Yes,No,0.05,0,,,0,9.9975,37m+,0.07414826,0
UK00314,2021-07-17 00:00:00.000000,South East,Basic,2-Year,9.99,16,Direct Debit,5,2.8,1,1,0,10,Phone,25-34,M,Yes,Yes,0.12,0,,,0,1.998,13-24m,0.2047967,0
UK00315,2022-11-08 00:00:00.000000,North West,Enterprise,Month-to-Month,79.99,23,Credit Card,1,65.2,2,0,0,10,Phone,65+,M,Yes,No,0.13,0,,,0,79.99,13-24m,0.106228836,0
UK00316,2020-06-19 00:00:00.000000,South East,Basic,1-Year,9.99,57,Credit Card,2,5.3,2,2,0,6,Online,45-54,F,No,Yes,0.4,1,2024-10-28 00:00:00.000000,Competitor offer,0,4.995,37m+,0.4903896,0
UK00317,2021-04-13 00:00:00.000000,London,Premium,Month-to-Month,39.99,59,Direct Debit,4,48.5,2,0,3,6,Online,25-34,M,No,Yes,0.35,0,,,0,9.9975,37m+,0.15236859,0
UK00318,2021-08-07 00:00:00.000000,South East,Basic,2-Year,9.99,21,Credit Card,5,3.7,4,0,0,8,Referral,35-44,Prefer not to say,No,No,0.16,0,,,0,1.998,13-24m,0.11327392,0
UK00319,2020-07-23 00:00:00.000000,West Midlands,Premium,Month-to-Month,39.99,32,Credit Card,2,43.0,3,0,0,7,In-Store,45-54,M,No,No,0.35,0,,,0,19.995,25-36m,0.13570508,0
UK00320,2020-07-24 00:00:00.000000,London,Premium,Month-to-Month,39.99,64,Credit Card,1,44.0,2,0,0,7,Phone,18-24,F,No,Yes,0.23,0,,,0,39.99,37m+,0.19776137,0
UK00321,2023-11-12 00:00:00.000000,East of England,Premium,2-Year,39.99,4,Credit Card,2,27.7,3,0,1,7,Phone,35-44,F,Yes,No,0.39,0,,,0,19.995,0-6m,0.29611772,0
UK00322,2020-05-26 00:00:00.000000,Scotland,Basic,1-Year,9.99,70,Bank Transfer,1,4.2,2,0,2,4,Phone,55-64,M,No,No,0.42,0,,,0,9.99,37m+,0.3116008,0
UK00323,2020-04-24 00:00:00.000000,London,Standard,1-Year,19.99,72,PayPal,2,6.2,0,0,0,7,Referral,35-44,F,No,No,0.06,1,2024-06-29 00:00:00.000000,Poor service quality,0,9.995,37m+,0.31795993,0
UK00324,2024-02-01 00:00:00.000000,Yorkshire,Standard,1-Year,19.99,16,Bank Transfer,5,4.1,3,0,0,7,Referral,65+,M,No,Yes,0.3,1,2026-03-03 00:00:00.000000,Price too high,0,3.9979999999999998,13-24m,0.6448758,1
UK00325,2024-02-20 00:00:00.000000,London,Enterprise,Month-to-Month,79.99,22,Direct Debit,4,181.7,0,0,2,8,Online,35-44,M,Yes,No,0.11,0,,,0,19.9975,13-24m,0.11393943,0
UK00326,2020-09-06 00:00:00.000000,East of England,Basic,1-Year,9.99,67,PayPal,3,3.2,2,1,0,6,In-Store,25-34,M,No,Yes,0.32,0,,,0,3.33,37m+,0.093594864,0
UK00327,2021-05-02 00:00:00.000000,North West,Basic,2-Year,9.99,37,Bank Transfer,3,4.0,0,2,0,1,Referral,45-54,F,Yes,Yes,0.46,1,2023-06-02 00:00:00.000000,Unknown,1,3.33,37m+,0.69457823,1
UK00328,2021-07-27 00:00:00.000000,North West,Standard,Month-to-Month,19.99,48,Direct Debit,1,18.3,2,3,0,7,Online,25-34,F,No,No,0.49,0,,,0,19.99,37m+,0.26347393,0
UK00329,2023-07-12 00:00:00.000000,Scotland,Enterprise,Month-to-Month,79.99,20,Direct Debit,5,84.3,1,1,0,8,Referral,45-54,F,No,Yes,0.11,0,,,0,15.998,13-24m,0.1893264,0
UK00330,2020-04-25 00:00:00.000000,London,Enterprise,Month-to-Month,79.99,71,Direct Debit,5,259.6,3,0,0,0,Online,35-44,F,No,Yes,0.37,1,2025-05-22 00:00:00.000000,No longer needed,0,15.998,37m+,0.54931027,1
UK00331,2021-07-05 00:00:00.000000,Wales,Enterprise,Month-to-Month,79.99,51,Credit Card,5,43.9,1,0,0,6,Online,25-34,M,No,Yes,0.07,0,,,0,15.998,37m+,0.04814823,0
UK00332,2020-07-21 00:00:00.000000,East of England,Premium,2-Year,39.99,54,Credit Card,4,66.4,2,0,1,5,Online,65+,F,No,Yes,0.02,0,,,0,9.9975,37m+,0.009157388,0
UK00333,2024-08-04 00:00:00.000000,North West,Standard,Month-to-Month,19.99,1,Credit Card,4,15.4,0,0,0,10,In-Store,55-64,M,No,No,0.36,0,,,0,4.9975,0-6m,0.16196404,0
UK00334,2022-04-28 00:00:00.000000,London,Standard,Month-to-Month,19.99,1,Direct Debit,4,10.0,0,1,0,6,Phone,25-34,M,No,No,0.56,0,,,0,4.9975,0-6m,0.28085494,0
UK00335,2020-09-03 00:00:00.000000,East of England,Basic,1-Year,9.99,62,Credit Card,4,3.0,5,1,0,9,Online,25-34,F,Yes,No,0.32,1,2022-08-30 00:00:00.000000,Poor service quality,0,2.4975,37m+,0.4681312,0
UK00336,2020-11-03 00:00:00.000000,Scotland,Standard,Month-to-Month,19.99,7,Direct Debit,1,10.9,1,1,0,7,Online,35-44,M,No,No,0.53,0,,,0,19.99,7-12m,0.27940136,0
UK00337,2020-12-03 00:00:00.000000,London,Premium,2-Year,39.99,46,Credit Card,5,56.8,0,1,0,0,Online,25-34,F,Yes,No,0.12,0,,,1,7.998,37m+,0.13862762,0
UK00338,2024-02-24 00:00:00.000000,South West,Basic,1-Year,9.99,3,Credit Card,3,2.6,0,0,3,6,Online,45-54,M,Yes,Yes,0.67,0,,,0,3.33,0-6m,0.5231102,1
UK00339,2024-10-04 00:00:00.000000,London,Standard,Month-to-Month,19.99,11,Direct Debit,1,14.8,0,1,1,9,Phone,35-44,F,Yes,Yes,0.43,1,2025-05-03 00:00:00.000000,No longer needed,0,19.99,7-12m,0.6177564,1
UK00340,2021-11-13 00:00:00.000000,Scotland,Premium,1-Year,39.99,27,Bank Transfer,3,47.8,0,0,1,4,Online,25-34,F,Yes,Yes,0.08,0,,,0,13.33,25-36m,0.03171972,0
UK00341,2023-02-20 00:00:00.000000,London,Standard,1-Year,19.99,28,PayPal,2,15.4,4,0,3,10,In-Store,45-54,M,Yes,Yes,0.36,0,,,0,9.995,25-36m,0.28577054,0
UK00342,2020-07-25 00:00:00.000000,North West,Enterprise,Month-to-Month,79.99,66,Direct Debit,3,144.2,0,0,0,3,Phone,18-24,M,Yes,No,0.25,0,,,0,26.66333333333333,37m+,0.07434611,0
UK00343,2020-07-24 00:00:00.000000,South East,Standard,Month-to-Month,19.99,57,Credit Card,4,3.1,0,0,1,6,Phone,45-54,M,Yes,Yes,0.31,1,2023-10-16 00:00:00.000000,No longer needed,0,4.9975,37m+,0.37900552,0
UK00344,2021-08-13 00:00:00.000000,East of England,Enterprise,Month-to-Month,79.99,22,PayPal,3,133.8,0,1,0,10,Phone,25-34,F,No,No,0.07,0,,,0,26.66333333333333,13-24m,0.21520226,0
UK00345,2020-06-13 00:00:00.000000,Scotland,Premium,1-Year,39.99,63,Direct Debit,4,36.6,0,0,0,3,Referral,35-44,M,Yes,No,0.16,0,,,0,9.9975,37m+,0.0426345,0
UK00346,2024-01-09 00:00:00.000000,South East,Standard,2-Year,19.99,13,Direct Debit,5,9.7,2,1,0,8,In-Store,35-44,F,Yes,Yes,0.02,0,,,0,3.9979999999999998,13-24m,0.03964425,0
UK00347,2020-07-17 00:00:00.000000,London,Premium,Month-to-Month,39.99,58,Direct Debit,4,53.6,0,0,0,6,Online,45-54,F,Yes,No,0.09,0,,,0,9.9975,37m+,0.092646584,0
UK00348,2021-03-05 00:00:00.000000,Yorkshire,Premium,1-Year,39.99,61,Direct Debit,1,0.1,1,0,3,4,Referral,25-34,M,Yes,Yes,0.32,0,,,0,39.99,37m+,0.41973934,0
UK00349,2021-09-13 00:00:00.000000,East of England,Standard,2-Year,19.99,4,Credit Card,4,6.8,0,0,0,8,Online,18-24,F,No,Yes,0.09,0,,,0,4.9975,0-6m,0.06330876,0
UK00350,2021-02-19 00:00:00.000000,South East,Basic,1-Year,9.99,59,Credit Card,5,4.8,4,0,0,7,Online,45-54,M,Yes,No,0.32,1,2025-03-01 00:00:00.000000,Price too high,0,1.998,37m+,0.4584199,0
UK00351,2020-11-29 00:00:00.000000,South West,Standard,Month-to-Month,19.99,44,Credit Card,4,22.4,0,0,3,5,Online,65+,M,Yes,Yes,0.33,0,,,0,4.9975,37m+,0.20895652,0
UK00352,2022-01-02 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,35,Direct Debit,4,17.3,1,0,0,9,Online,45-54,M,No,No,0.15,0,,,0,4.9975,25-36m,0.08873094,0
UK00353,2020-05-08 00:00:00.000000,West Midlands,Standard,Month-to-Month,19.99,71,Credit Card,5,21.6,3,0,0,0,Phone,55-64,F,No,Yes,0.49,0,,,0,3.9979999999999998,37m+,0.16287053,0
UK00354,2023-11-13 00:00:00.000000,London,Standard,1-Year,19.99,20,Credit Card,4,9.7,1,1,2,9,In-Store,55-64,F,No,Yes,0.2,0,,,0,4.9975,13-24m,0.18605067,0
UK00355,2021-01-28 00:00:00.000000,London,Basic,2-Year,9.99,32,Credit Card,4,3.9,1,0,0,6,Referral,25-34,F,Yes,No,0.16,0,,,0,2.4975,25-36m,0.038464833,0
UK00356,2021-06-04 00:00:00.000000,North East,Basic,1-Year,9.99,41,Bank Transfer,4,3.2,3,1,1,9,Phone,25-34,M,Yes,No,0.3,0,,,0,2.4975,37m+,0.1829392,0
UK00357,2020-11-29 00:00:00.000000,East Midlands,Basic,Month-to-Month,9.99,41,Bank Transfer,4,3.1,3,1,2,8,In-Store,25-34,F,No,No,0.51,0,,,0,2.4975,37m+,0.19775748,0
UK00358,2020-05-04 00:00:00.000000,Yorkshire,Basic,1-Year,9.99,61,Direct Debit,2,3.7,1,1,1,10,Partner,18-24,F,Yes,Yes,0.28,1,2023-05-16 00:00:00.000000,Poor service quality,0,4.995,37m+,0.6257936,1
UK00359,2020-10-25 00:00:00.000000,North West,Enterprise,1-Year,79.99,16,Bank Transfer,4,165.7,1,2,0,5,Referral,25-34,F,Yes,No,0.2,0,,,0,19.9975,13-24m,0.045867946,0
UK00360,2021-06-20 00:00:00.000000,East of England,Premium,2-Year,39.99,53,Bank Transfer,1,42.6,3,2,0,5,Online,35-44,F,Yes,Yes,0.2,0,,,0,39.99,37m+,0.13827437,0
UK00361,2020-04-24 00:00:00.000000,South East,Standard,1-Year,19.99,71,Direct Debit,1,3.9,2,0,0,7,Phone,25-34,M,Yes,Yes,0.24,0,,,0,19.99,37m+,0.18630984,0
UK00362,2021-04-14 00:00:00.000000,South West,Enterprise,2-Year,79.99,17,Direct Debit,3,149.9,1,2,0,8,Referral,55-64,M,No,No,0.02,0,,,0,26.66333333333333,13-24m,0.08665373,0
UK00363,2021-04-04 00:00:00.000000,Scotland,Premium,Month-to-Month,39.99,29,Credit Card,5,59.8,2,0,2,0,Phone,45-54,M,No,Yes,0.59,0,,,0,7.998,25-36m,0.2532004,0
UK00364,2021-07-09 00:00:00.000000,West Midlands,Basic,2-Year,9.99,56,PayPal,4,2.8,0,1,0,10,Online,45-54,M,No,Yes,0.02,0,,,0,2.4975,37m+,0.08351361,0
UK00365,2023-07-31 00:00:00.000000,South East,Enterprise,Month-to-Month,79.99,25,Direct Debit,2,76.8,0,3,0,6,In-Store,18-24,M,No,No,0.37,0,,,0,39.995,25-36m,0.11918088,0
UK00366,2020-07-26 00:00:00.000000,West Midlands,Premium,Month-to-Month,39.99,33,Credit Card,1,50.2,1,0,2,7,In-Store,35-44,Prefer not to say,No,Yes,0.39,0,,,0,39.99,25-36m,0.15205729,0
UK00367,2020-12-19 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,34,Credit Card,3,8.7,3,0,0,7,Partner,35-44,Prefer not to say,No,No,0.35,0,,,0,6.663333333333333,25-36m,0.13372937,0
UK00368,2021-02-27 00:00:00.000000,North East,Basic,1-Year,9.99,34,Direct Debit,2,2.8,1,3,1,7,Partner,45-54,M,Yes,Yes,0.6,1,2023-12-12 00:00:00.000000,Price too high,0,4.995,25-36m,0.657681,1
UK00369,2021-07-01 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,56,Direct Debit,4,1.3,0,0,0,10,Online,35-44,M,No,Yes,0.19,0,,,0,2.4975,37m+,0.05149449,0
UK00370,2021-09-10 00:00:00.000000,South West,Premium,1-Year,39.99,28,PayPal,5,47.4,2,0,2,10,Phone,55-64,M,Yes,No,0.1,0,,,0,7.998,25-36m,0.07137535,0
